SSN,LAST,FIRST,YEAR
LTTLCU68R129LG,Letto,Lucia,1968
LTTLAI25R129DP,Letto,Ali,1925
MLNLAI71H501MB,Melone,Ali,1971
RSSLCU38F789BO,Russo,Lucia,1938
VRDMRM99R129DL,Verdi,Miriam,1999
RSSXVR93R129KW,Russo,Xavier,1993
MLNGRG57R129GF,Melone,Giorgio,1957
XVRMRM74F789UT,Xavier,Miriam,1974
BCAXVR69G456RC,Abaco,Xavier,1969
LTTLAI36F789OO,Letto,Ali,1936
XVRXVR27H501OO,Xavier,Xavier,1927
BCAMRA94Z403CT,Abaco,Mario,1994
MLNPLA31G456RW,Melone,Paola,1931
VRDNNA32H501TU,Verdi,Anna,1932
XVRNNA80H501UW,Xavier,Anna,1980
DRGPLA56Z403BU,Draghi,Paola,1956
BCAMRM50Z403LP,Abaco,Miriam,1950
NREGRG98A213SG,Neri,Giorgio,1998
NREMRM44G456JY,Neri,Miriam,1944
RSSNNA74Z403YA,Russo,Anna,1974
NREMRM36Z403WO,Neri,Miriam,1936
RSSGRG5R129VS,Russo,Giorgio,2005
NRENNA86L219MF,Neri,Anna,1986
XVRMRM75R129FB,Xavier,Miriam,1975
MTTMRM41R129IV,Mattei,Miriam,1941
NRELCU46L219RW,Neri,Luca,1946
BCAMRM28L219MS,Abaco,Miriam,1928
LTTPLA78R129CB,Letto,Paola,1978
MTTLCU61F789PP,Mattei,Lucia,1961
NREPLA29R129PI,Neri,Paola,1929
BCAXVR15A213KM,Abaco,Xavier,2015
LTTNNA83R129KJ,Letto,Anna,1983
XVRGRG59R129VW,Xavier,Giorgio,1959
XVRLCU49Z403SY,Xavier,Luca,1949
XVRNRC38R129OJ,Xavier,Enrica,1938
RSSLCU39G456EA,Russo,Luca,1939
RSSMRM8H501IN,Russo,Miriam,2008
NREGRG27R129MG,Neri,Giorgio,1927
VRDNRC26R129DF,Verdi,Enrica,1926
MTTPLA67A213WP,Mattei,Paola,1967
XVRLAI86R129IR,Xavier,Ali,1986
LTTGRG27Z403QC,Letto,Giorgio,1927
LTTGRG94G456GW,Letto,Giorgio,1994
XVRNRC99Z403LG,Xavier,Enrica,1999
BCALAI77F789CD,Abaco,Ali,1977
LTTPLA76H501XV,Letto,Paola,1976
RSSLCU97A213UQ,Rossi,Lucia,1997
NREMRM57A213SN,Neri,Miriam,1957
RSSNNA84R129CH,Rossi,Anna,1984
BCAXVR38Z403AO,Abaco,Xavier,1938
LTTLCU83G456LK,Letto,Luca,1983
NRELCU61R129UJ,Neri,Lucia,1961
RSSNRC90F789GA,Rossi,Enrica,1990
RSSLCU3F789MD,Russo,Luca,2003
BCAXVR67Z403JK,Abaco,Xavier,1967
DRGGRG38G456CI,Draghi,Giorgio,1938
XVRLCU58Z403VF,Xavier,Luca,1958
NREMRM9F789BX,Neri,Miriam,2009
RSSNRC58Z403PF,Rossi,Enrica,1958
LTTXVR54L219XW,Letto,Xavier,1954
RSSGRG48F789HO,Rossi,Giorgio,1948
LTTLAI14Z403WR,Letto,Ali,2014
XVRLCU75Z403EU,Xavier,Luca,1975
LTTNRC21Z403WE,Letto,Enrica,2021
LTTNNA13G456BW,Letto,Anna,2013
RSSMRM51L219VU,Rossi,Miriam,1951
MLNLAI68H501QY,Melone,Ali,1968
VRDLCU57R129MK,Verdi,Lucia,1957
XVRPLA95G456JU,Xavier,Paola,1995
LTTMRM66R129UA,Letto,Miriam,1966
VRDLCU66L219OQ,Verdi,Lucia,1966
NRELCU20R129JK,Neri,Lucia,2020
LTTMRA93F789DH,Letto,Mario,1993
RSSXVR57F789RF,Russo,Xavier,1957
LTTPLA99H501VJ,Letto,Paola,1999
BCAMRM38G456CR,Abaco,Miriam,1938
MLNLCU26H501II,Melone,Luca,1926
NREMRA44G456KN,Neri,Mario,1944
LTTXVR98R129PM,Letto,Xavier,1998
BCAXVR69G456HD,Abaco,Xavier,1969
XVRNNA36L219OA,Xavier,Anna,1936
RSSMRM28H501BE,Russo,Miriam,1928
RSSPLA79R129IS,Russo,Paola,1979
DRGLCU30Z403KQ,Draghi,Luca,1930
LTTPLA23Z403YL,Letto,Paola,1923
LTTXVR5H501OP,Letto,Xavier,2005
BCAGRG17G456OY,Abaco,Giorgio,2017
XVRNRC77L219MR,Xavier,Enrica,1977
RSSNRC12G456TA,Russo,Enrica,2012
MTTMRM65A213FU,Mattei,Miriam,1965
BCAXVR77R129YI,Abaco,Xavier,1977
BCAMRA82A213DL,Abaco,Mario,1982
RSSMRM44H501ET,Rossi,Miriam,1944
XVRGRG84A213KO,Xavier,Giorgio,1984
VRDGRG71R129SY,Verdi,Giorgio,1971
LTTMRM33G456KY,Letto,Miriam,1933
MLNLCU69R129YN,Melone,Lucia,1969
RSSLAI16F789LL,Russo,Ali,2016
MLNLAI10R129GU,Melone,Ali,2010
BCAMRA81G456GK,Abaco,Mario,1981
LTTXVR23A213BQ,Letto,Xavier,1923
VRDMRM42A213WR,Verdi,Miriam,1942
NREGRG74R129JK,Neri,Giorgio,1974
LTTMRA25L219UQ,Letto,Mario,1925
DRGMRA75Z403YS,Draghi,Mario,1975
NRENNA84A213RQ,Neri,Anna,1984
LTTMRA81F789EX,Letto,Mario,1981
NRELCU99F789PJ,Neri,Luca,1999
MTTGRG67A213NP,Mattei,Giorgio,1967
MTTXVR44L219KM,Mattei,Xavier,1944
LTTNRC57H501WE,Letto,Enrica,1957
XVRLCU29R129NK,Xavier,Luca,1929
XVRNNA86H501KM,Xavier,Anna,1986
BCAMRA7L219UA,Abaco,Mario,2007
RSSMRA90A213FK,Russo,Mario,1990
VRDNNA51A213LS,Verdi,Anna,1951
XVRNRC48H501NL,Xavier,Enrica,1948
DRGNNA62A213BT,Draghi,Anna,1962
VRDLCU63Z403TT,Verdi,Lucia,1963
LTTGRG41F789DM,Letto,Giorgio,1941
NRENRC95A213IX,Neri,Enrica,1995
BCANRC39A213MK,Abaco,Enrica,1939
MLNNNA7R129WX,Melone,Anna,2007
DRGLCU76L219NN,Draghi,Luca,1976
MLNNNA64G456LV,Melone,Anna,1964
RSSLCU9G456LC,Rossi,Luca,2009
NRELAI43L219OE,Neri,Ali,1943
DRGNNA46R129JJ,Draghi,Anna,1946
NRENNA7R129WL,Neri,Anna,2007
MTTPLA57Z403HW,Mattei,Paola,1957
VRDLCU2A213JN,Verdi,Luca,2002
LTTMRA31G456TP,Letto,Mario,1931
RSSGRG81G456CB,Russo,Giorgio,1981
DRGMRA77L219XQ,Draghi,Mario,1977
NREXVR82G456LQ,Neri,Xavier,1982
MLNXVR49L219OY,Melone,Xavier,1949
MLNNNA91A213DB,Melone,Anna,1991
RSSXVR33A213BL,Rossi,Xavier,1933
RSSLCU21L219LE,Russo,Luca,2021
DRGLCU21L219UI,Draghi,Luca,2021
LTTXVR63Z403TM,Letto,Xavier,1963
DRGGRG80Z403KG,Draghi,Giorgio,1980
NRENNA59G456CT,Neri,Anna,1959
VRDMRM40Z403SI,Verdi,Miriam,1940
MTTNRC61G456WE,Mattei,Enrica,1961
BCALAI16G456HH,Abaco,Ali,2016
XVRPLA33A213FY,Xavier,Paola,1933
RSSMRA21R129MC,Rossi,Mario,2021
VRDMRA96G456DQ,Verdi,Mario,1996
LTTPLA63R129BD,Letto,Paola,1963
MLNMRM53H501GY,Melone,Miriam,1953
VRDGRG1R129MG,Verdi,Giorgio,2001
DRGLCU50L219CY,Draghi,Lucia,1950
RSSNNA4L219PQ,Russo,Anna,2004
XVRPLA5L219YH,Xavier,Paola,2005
BCAMRA23F789VE,Abaco,Mario,1923
LTTLCU11A213RD,Letto,Luca,2011
DRGLAI8R129RX,Draghi,Ali,2008
BCANNA62Z403VQ,Abaco,Anna,1962
DRGPLA61H501PJ,Draghi,Paola,1961
NRENRC30G456TV,Neri,Enrica,1930
RSSLAI5A213CL,Russo,Ali,2005
RSSMRA50A213LX,Rossi,Mario,1950
MTTMRA48Z403NX,Mattei,Mario,1948
VRDLAI2G456IM,Verdi,Ali,2002
LTTNNA24Z403NT,Letto,Anna,1924
LTTNNA93G456PF,Letto,Anna,1993
MTTMRA11H501FW,Mattei,Mario,2011
VRDLCU57H501MR,Verdi,Luca,1957
RSSLAI91H501RS,Russo,Ali,1991
NREGRG16L219NC,Neri,Giorgio,2016
RSSMRA94F789GF,Rossi,Mario,1994
VRDMRM13A213XT,Verdi,Miriam,2013
DRGNRC48R129MQ,Draghi,Enrica,1948
MTTPLA60G456WU,Mattei,Paola,1960
RSSXVR58A213ME,Russo,Xavier,1958
BCAMRM26L219TJ,Abaco,Miriam,1926
NREPLA22F789BQ,Neri,Paola,1922
VRDNRC91G456PC,Verdi,Enrica,1991
MLNMRA20H501DY,Melone,Mario,2020
MLNXVR43L219PY,Melone,Xavier,1943
VRDMRM51G456TD,Verdi,Miriam,1951
NREMRA69Z403OB,Neri,Mario,1969
VRDLAI19G456FC,Verdi,Ali,2019
MTTNNA53R129RQ,Mattei,Anna,1953
XVRNNA38F789PP,Xavier,Anna,1938
XVRLCU10H501XF,Xavier,Lucia,2010
XVRMRA85G456XG,Xavier,Mario,1985
NRENRC58R129LJ,Neri,Enrica,1958
VRDNNA73A213GY,Verdi,Anna,1973
DRGPLA64Z403CF,Draghi,Paola,1964
RSSLAI9H501GU,Rossi,Ali,2009
BCAMRA2L219UO,Abaco,Mario,2002
MTTLAI82F789AL,Mattei,Ali,1982
NRENRC75G456UF,Neri,Enrica,1975
RSSLCU53G456KJ,Russo,Lucia,1953
NREGRG62R129XL,Neri,Giorgio,1962
MTTMRM95F789AA,Mattei,Miriam,1995
BCALCU55L219IS,Abaco,Lucia,1955
VRDPLA5Z403QM,Verdi,Paola,2005
RSSGRG39F789CY,Russo,Giorgio,1939
MTTLCU26H501LF,Mattei,Luca,1926
DRGNRC20H501VM,Draghi,Enrica,2020
DRGGRG30R129OD,Draghi,Giorgio,1930
LTTMRA17H501PU,Letto,Mario,2017
DRGMRM48L219DK,Draghi,Miriam,1948
NREGRG88F789OG,Neri,Giorgio,1988
RSSLAI27L219NO,Russo,Ali,1927
NREGRG56A213XF,Neri,Giorgio,1956
RSSPLA72Z403SC,Rossi,Paola,1972
MTTLAI88H501XG,Mattei,Ali,1988
RSSMRM88H501LX,Rossi,Miriam,1988
MTTMRA47R129WO,Mattei,Mario,1947
XVRMRA35G456MU,Xavier,Mario,1935
LTTPLA4R129KN,Letto,Paola,2004
NREMRM72Z403JJ,Neri,Miriam,1972
MLNMRM81R129GX,Melone,Miriam,1981
MTTLAI52R129VO,Mattei,Ali,1952
RSSNRC52Z403XF,Rossi,Enrica,1952
XVRMRA64A213IT,Xavier,Mario,1964
MTTMRA49A213XJ,Mattei,Mario,1949
MTTNRC30G456EX,Mattei,Enrica,1930
MLNLCU45A213HA,Melone,Luca,1945
XVRXVR87L219IR,Xavier,Xavier,1987
DRGLCU35G456EC,Draghi,Lucia,1935
MTTXVR80Z403UJ,Mattei,Xavier,1980
RSSNNA95Z403IR,Russo,Anna,1995
XVRMRM27H501FO,Xavier,Miriam,1927
VRDLAI4G456KM,Verdi,Ali,2004
NREMRA52F789TM,Neri,Mario,1952
RSSMRM92A213VK,Rossi,Miriam,1992
MTTPLA17Z403OV,Mattei,Paola,2017
DRGLCU20Z403BJ,Draghi,Lucia,2020
MTTMRM52R129KR,Mattei,Miriam,1952
MTTNNA58H501RW,Mattei,Anna,1958
RSSLCU21R129BK,Rossi,Lucia,2021
RSSLAI89A213JD,Russo,Ali,1989
RSSNRC39H501MC,Russo,Enrica,1939
XVRMRM59A213MW,Xavier,Miriam,1959
MLNLCU24F789JN,Melone,Lucia,1924
MTTNNA1A213LN,Mattei,Anna,2001
MLNPLA80H501PG,Melone,Paola,1980
RSSPLA53R129OB,Russo,Paola,1953
LTTLCU63F789JV,Letto,Luca,1963
VRDNNA31R129UC,Verdi,Anna,1931
VRDNRC71A213WL,Verdi,Enrica,1971
LTTGRG45R129EJ,Letto,Giorgio,1945
RSSNNA82A213GO,Rossi,Anna,1982
XVRPLA46Z403EF,Xavier,Paola,1946
RSSXVR88G456WS,Rossi,Xavier,1988
RSSGRG87L219WM,Russo,Giorgio,1987
RSSLCU77L219NE,Rossi,Luca,1977
BCAPLA69A213PG,Abaco,Paola,1969
VRDXVR64A213OF,Verdi,Xavier,1964
MTTLCU96Z403YQ,Mattei,Luca,1996
RSSNRC39A213WA,Russo,Enrica,1939
MTTLCU78Z403UF,Mattei,Luca,1978
VRDNRC96R129ED,Verdi,Enrica,1996
BCAPLA11Z403VG,Abaco,Paola,2011
LTTLCU21A213TV,Letto,Luca,2021
XVRLAI34F789NS,Xavier,Ali,1934
BCAMRA12F789ME,Abaco,Mario,2012
RSSLCU70G456ID,Rossi,Luca,1970
RSSLCU39H501BS,Russo,Lucia,1939
LTTXVR38F789OR,Letto,Xavier,1938
NRELAI21L219RD,Neri,Ali,2021
VRDMRM25A213YQ,Verdi,Miriam,1925
RSSNRC82A213WC,Russo,Enrica,1982
NREXVR22R129BP,Neri,Xavier,1922
NREPLA69G456JA,Neri,Paola,1969
BCALCU16Z403LD,Abaco,Lucia,2016
MTTMRM7H501FG,Mattei,Miriam,2007
MLNNRC50L219OB,Melone,Enrica,1950
LTTXVR95Z403KH,Letto,Xavier,1995
XVRLCU18L219FO,Xavier,Luca,2018
VRDGRG22L219MQ,Verdi,Giorgio,1922
LTTXVR6A213OU,Letto,Xavier,2006
RSSXVR20F789XS,Russo,Xavier,2020
LTTPLA9R129YL,Letto,Paola,2009
XVRLCU8A213UT,Xavier,Luca,2008
VRDLCU24G456XR,Verdi,Lucia,1924
MTTNNA24R129JL,Mattei,Anna,1924
VRDNRC59Z403FE,Verdi,Enrica,1959
DRGXVR35A213TG,Draghi,Xavier,1935
MTTXVR83F789XA,Mattei,Xavier,1983
MLNLCU18G456OS,Melone,Luca,2018
MLNGRG49L219OI,Melone,Giorgio,1949
NREMRA47R129MQ,Neri,Mario,1947
DRGLCU99L219JK,Draghi,Lucia,1999
XVRNNA31L219GA,Xavier,Anna,1931
MLNPLA68L219CL,Melone,Paola,1968
MTTGRG73F789YC,Mattei,Giorgio,1973
DRGGRG12R129BT,Draghi,Giorgio,2012
DRGPLA82F789BG,Draghi,Paola,1982
BCALCU27Z403XM,Abaco,Lucia,1927
MLNPLA78R129YM,Melone,Paola,1978
XVRLCU46R129US,Xavier,Lucia,1946
DRGLAI84A213EB,Draghi,Ali,1984
BCANRC6H501TD,Abaco,Enrica,2006
LTTLCU85F789GY,Letto,Lucia,1985
LTTGRG42Z403MF,Letto,Giorgio,1942
VRDNRC87L219AB,Verdi,Enrica,1987
NREXVR17H501WC,Neri,Xavier,2017
BCALCU74R129BE,Abaco,Luca,1974
VRDXVR39R129IV,Verdi,Xavier,1939
RSSNRC39F789PG,Russo,Enrica,1939
NRENRC89Z403AU,Neri,Enrica,1989
NREMRA67A213JJ,Neri,Mario,1967
DRGGRG67Z403TM,Draghi,Giorgio,1967
BCALAI31L219CG,Abaco,Ali,1931
NREMRA85H501PX,Neri,Mario,1985
LTTXVR30A213FH,Letto,Xavier,1930
RSSNRC74A213HI,Russo,Enrica,1974
VRDLAI7R129YX,Verdi,Ali,2007
VRDGRG32F789VV,Verdi,Giorgio,1932
BCALAI71Z403ES,Abaco,Ali,1971
XVRNRC97G456NU,Xavier,Enrica,1997
VRDNRC10L219GF,Verdi,Enrica,2010
MLNLAI78L219MT,Melone,Ali,1978
BCALCU59A213OH,Abaco,Lucia,1959
XVRMRM81F789QI,Xavier,Miriam,1981
LTTLCU78A213QF,Letto,Lucia,1978
VRDLCU46R129YA,Verdi,Luca,1946
DRGNRC13R129VS,Draghi,Enrica,2013
VRDNRC10R129RH,Verdi,Enrica,2010
XVRLAI97G456AH,Xavier,Ali,1997
VRDMRA60L219FT,Verdi,Mario,1960
NRELCU92A213CE,Neri,Lucia,1992
DRGGRG23H501RN,Draghi,Giorgio,1923
MLNNRC94L219XN,Melone,Enrica,1994
RSSNRC29A213HE,Russo,Enrica,1929
BCAMRA67R129RH,Abaco,Mario,1967
MLNGRG68L219GQ,Melone,Giorgio,1968
MTTMRA97G456PH,Mattei,Mario,1997
DRGLCU59A213RL,Draghi,Lucia,1959
XVRNRC69H501RR,Xavier,Enrica,1969
VRDNNA82A213LI,Verdi,Anna,1982
DRGNNA3F789LH,Draghi,Anna,2003
XVRLCU22Z403UK,Xavier,Lucia,1922
RSSXVR26R129IG,Russo,Xavier,1926
MLNNRC78L219GP,Melone,Enrica,1978
VRDPLA32R129OT,Verdi,Paola,1932
MTTPLA85G456JF,Mattei,Paola,1985
NREPLA69R129UP,Neri,Paola,1969
MLNNRC47R129WG,Melone,Enrica,1947
VRDMRM7H501HO,Verdi,Miriam,2007
MLNXVR72H501VK,Melone,Xavier,1972
RSSGRG9F789PV,Russo,Giorgio,2009
DRGNRC54A213UN,Draghi,Enrica,1954
LTTPLA30L219HL,Letto,Paola,1930
VRDLAI61G456OH,Verdi,Ali,1961
NRELAI59R129PP,Neri,Ali,1959
RSSLCU70H501PI,Russo,Luca,1970
XVRNNA79R129HM,Xavier,Anna,1979
BCANRC33F789AF,Abaco,Enrica,1933
NREMRM3L219CU,Neri,Miriam,2003
XVRXVR85Z403WU,Xavier,Xavier,1985
VRDPLA48G456KM,Verdi,Paola,1948
VRDMRA30R129MG,Verdi,Mario,1930
RSSLCU61Z403EU,Russo,Luca,1961
BCANRC79Z403XD,Abaco,Enrica,1979
XVRLCU48F789QY,Xavier,Lucia,1948
RSSPLA45G456SJ,Russo,Paola,1945
RSSMRM28A213RU,Russo,Miriam,1928
MTTGRG84A213VS,Mattei,Giorgio,1984
RSSMRM41H501GD,Rossi,Miriam,1941
NRENRC83Z403RK,Neri,Enrica,1983
MLNXVR45G456EF,Melone,Xavier,1945
XVRNNA26L219PG,Xavier,Anna,1926
MTTLCU26G456BV,Mattei,Luca,1926
XVRMRM41H501ID,Xavier,Miriam,1941
XVRMRA10H501UN,Xavier,Mario,2010
BCAXVR62A213CA,Abaco,Xavier,1962
MLNGRG89F789RI,Melone,Giorgio,1989
LTTLCU66Z403UE,Letto,Lucia,1966
BCALAI35H501WG,Abaco,Ali,1935
VRDLAI49G456EG,Verdi,Ali,1949
RSSPLA1G456CS,Russo,Paola,2001
MLNPLA60G456LS,Melone,Paola,1960
NRELCU78L219EP,Neri,Luca,1978
NREPLA95Z403LG,Neri,Paola,1995
DRGMRA64Z403BG,Draghi,Mario,1964
RSSNRC74L219GX,Russo,Enrica,1974
LTTGRG98G456KC,Letto,Giorgio,1998
MLNXVR89G456SW,Melone,Xavier,1989
LTTLAI10R129DP,Letto,Ali,2010
RSSPLA3R129DC,Russo,Paola,2003
MTTNRC46R129RD,Mattei,Enrica,1946
BCANRC47A213FH,Abaco,Enrica,1947
VRDLAI73L219IP,Verdi,Ali,1973
VRDMRA60G456WX,Verdi,Mario,1960
DRGLCU85G456HN,Draghi,Lucia,1985
NREPLA66R129EL,Neri,Paola,1966
XVRLCU21Z403HE,Xavier,Luca,2021
BCAMRM19L219YM,Abaco,Miriam,2019
XVRXVR30H501FC,Xavier,Xavier,1930
BCANNA88G456TU,Abaco,Anna,1988
MTTMRM53L219HX,Mattei,Miriam,1953
LTTPLA25R129EQ,Letto,Paola,1925
LTTLCU18L219BR,Letto,Luca,2018
MTTMRA44G456JU,Mattei,Mario,1944
VRDMRM1Z403QU,Verdi,Miriam,2001
VRDLAI65H501JT,Verdi,Ali,1965
MTTMRA41L219FT,Mattei,Mario,1941
LTTMRM87F789TB,Letto,Miriam,1987
NRELCU88L219HO,Neri,Luca,1988
DRGNRC82L219PQ,Draghi,Enrica,1982
RSSLCU56F789PV,Rossi,Luca,1956
XVRGRG71R129HB,Xavier,Giorgio,1971
LTTLCU16G456XW,Letto,Luca,2016
DRGGRG93L219KJ,Draghi,Giorgio,1993
NREMRM62H501VD,Neri,Miriam,1962
XVRLAI76H501RB,Xavier,Ali,1976
XVRLCU38Z403HA,Xavier,Luca,1938
MLNLCU33R129AG,Melone,Luca,1933
BCALCU92L219RG,Abaco,Lucia,1992
RSSMRA77F789SX,Russo,Mario,1977
RSSNNA26L219NN,Rossi,Anna,1926
RSSNRC59A213SE,Rossi,Enrica,1959
RSSGRG52G456OT,Rossi,Giorgio,1952
RSSPLA31L219EA,Rossi,Paola,1931
BCAGRG63H501DT,Abaco,Giorgio,1963
MLNLAI55F789QA,Melone,Ali,1955
MTTNRC89A213XD,Mattei,Enrica,1989
RSSMRA37R129WR,Russo,Mario,1937
DRGGRG16F789WC,Draghi,Giorgio,2016
VRDLCU29A213QV,Verdi,Luca,1929
DRGMRA55A213UK,Draghi,Mario,1955
MLNXVR18R129GE,Melone,Xavier,2018
RSSNRC21A213NY,Rossi,Enrica,2021
DRGGRG50F789AQ,Draghi,Giorgio,1950
MLNXVR72Z403EK,Melone,Xavier,1972
RSSMRA23H501YL,Rossi,Mario,1923
BCAPLA35H501VB,Abaco,Paola,1935
MTTNRC99Z403YR,Mattei,Enrica,1999
DRGGRG30A213TO,Draghi,Giorgio,1930
LTTNNA5F789KC,Letto,Anna,2005
RSSMRM56F789ID,Rossi,Miriam,1956
RSSNNA46L219UE,Rossi,Anna,1946
VRDNRC49G456OS,Verdi,Enrica,1949
VRDMRM31A213BN,Verdi,Miriam,1931
LTTGRG83G456JI,Letto,Giorgio,1983
LTTXVR14R129JY,Letto,Xavier,2014
RSSXVR22H501TK,Russo,Xavier,1922
RSSNRC85F789CS,Russo,Enrica,1985
XVRMRA33F789HL,Xavier,Mario,1933
XVRLCU99R129RQ,Xavier,Luca,1999
VRDLCU24F789JH,Verdi,Luca,1924
RSSLCU81R129PW,Russo,Luca,1981
RSSLCU82A213CI,Rossi,Luca,1982
NRENNA68H501GO,Neri,Anna,1968
RSSMRM9R129LT,Rossi,Miriam,2009
MLNLCU55L219WP,Melone,Lucia,1955
LTTLCU10L219IU,Letto,Luca,2010
NRELCU52G456ON,Neri,Luca,1952
XVRNRC71H501OH,Xavier,Enrica,1971
MLNNRC21R129XX,Melone,Enrica,2021
XVRGRG70Z403BY,Xavier,Giorgio,1970
LTTMRM80R129OS,Letto,Miriam,1980
VRDMRM8G456UA,Verdi,Miriam,2008
BCANRC26L219XS,Abaco,Enrica,1926
VRDGRG4G456IY,Verdi,Giorgio,2004
XVRPLA55R129GY,Xavier,Paola,1955
MLNLAI52H501IV,Melone,Ali,1952
XVRLCU92R129FG,Xavier,Lucia,1992
MTTLCU98G456JK,Mattei,Luca,1998
MLNLCU16Z403BE,Melone,Luca,2016
RSSGRG41F789SL,Rossi,Giorgio,1941
DRGLCU73A213PU,Draghi,Luca,1973
DRGMRA26L219JP,Draghi,Mario,1926
DRGXVR46G456HU,Draghi,Xavier,1946
RSSNNA22F789QL,Russo,Anna,1922
MTTXVR76F789JY,Mattei,Xavier,1976
BCALCU50F789BE,Abaco,Luca,1950
MTTNNA30Z403SK,Mattei,Anna,1930
NRENRC82F789MH,Neri,Enrica,1982
XVRMRA64Z403JH,Xavier,Mario,1964
BCAMRM75H501CL,Abaco,Miriam,1975
MTTGRG90H501CS,Mattei,Giorgio,1990
MLNMRA68A213EV,Melone,Mario,1968
XVRMRA43F789UC,Xavier,Mario,1943
LTTMRM12Z403XG,Letto,Miriam,2012
NRELCU40H501TI,Neri,Lucia,1940
NRELCU87Z403KV,Neri,Lucia,1987
MTTNRC11Z403PE,Mattei,Enrica,2011
MLNLCU63G456XM,Melone,Luca,1963
MTTNRC64H501VU,Mattei,Enrica,1964
BCALAI50A213CE,Abaco,Ali,1950
XVRNNA1F789QL,Xavier,Anna,2001
VRDGRG80H501OD,Verdi,Giorgio,1980
DRGXVR75R129GL,Draghi,Xavier,1975
LTTGRG87F789PL,Letto,Giorgio,1987
RSSGRG73F789YF,Rossi,Giorgio,1973
RSSPLA73R129RS,Russo,Paola,1973
MLNLCU67H501AD,Melone,Luca,1967
RSSXVR63Z403GQ,Russo,Xavier,1963
MLNLAI93L219FX,Melone,Ali,1993
MLNLCU41A213IR,Melone,Luca,1941
MLNLCU15Z403KO,Melone,Lucia,2015
DRGMRA97H501IJ,Draghi,Mario,1997
XVRMRA92R129DS,Xavier,Mario,1992
XVRNRC88H501AT,Xavier,Enrica,1988
DRGLCU18A213YH,Draghi,Lucia,2018
DRGLCU95H501UN,Draghi,Lucia,1995
DRGLCU69F789HN,Draghi,Luca,1969
XVRXVR2L219AR,Xavier,Xavier,2002
RSSGRG24A213QE,Rossi,Giorgio,1924
MLNXVR8F789IA,Melone,Xavier,2008
RSSLCU49R129WI,Russo,Luca,1949
XVRNNA8A213VX,Xavier,Anna,2008
LTTGRG90A213BS,Letto,Giorgio,1990
DRGNRC63L219DT,Draghi,Enrica,1963
RSSLAI73A213OT,Russo,Ali,1973
NRENNA69H501EV,Neri,Anna,1969
BCAMRM1A213XA,Abaco,Miriam,2001
MLNXVR67F789FM,Melone,Xavier,1967
MLNPLA99F789TW,Melone,Paola,1999
DRGLAI61F789IV,Draghi,Ali,1961
MLNLCU98G456HJ,Melone,Lucia,1998
LTTMRA75Z403MF,Letto,Mario,1975
LTTPLA10A213DS,Letto,Paola,2010
NREMRA80A213LA,Neri,Mario,1980
XVRMRM0R129JD,Xavier,Miriam,2000
RSSLCU51F789JX,Russo,Luca,1951
RSSNNA2A213BI,Rossi,Anna,2002
BCAGRG4G456KJ,Abaco,Giorgio,2004
MLNLCU91H501HF,Melone,Lucia,1991
NREPLA31Z403WO,Neri,Paola,1931
DRGLAI84R129SJ,Draghi,Ali,1984
LTTPLA76R129CL,Letto,Paola,1976
BCALCU6L219GY,Abaco,Lucia,2006
RSSNNA44H501JM,Russo,Anna,1944
MLNPLA64F789NG,Melone,Paola,1964
NREMRA74H501EQ,Neri,Mario,1974
RSSNRC47H501KT,Rossi,Enrica,1947
RSSMRA44F789XS,Russo,Mario,1944
MTTMRA8F789DU,Mattei,Mario,2008
BCAMRA78F789EL,Abaco,Mario,1978
XVRLCU31L219RX,Xavier,Lucia,1931
XVRMRM15L219NV,Xavier,Miriam,2015
LTTMRA98H501VJ,Letto,Mario,1998
RSSGRG59R129AJ,Rossi,Giorgio,1959
XVRLCU95F789XI,Xavier,Lucia,1995
XVRPLA11F789UW,Xavier,Paola,2011
NREMRA44L219HG,Neri,Mario,1944
MLNLCU83Z403XI,Melone,Lucia,1983
RSSGRG94Z403HV,Russo,Giorgio,1994
VRDNNA94A213YJ,Verdi,Anna,1994
VRDLCU59L219PF,Verdi,Luca,1959
RSSNNA78G456TX,Rossi,Anna,1978
RSSGRG75L219OQ,Rossi,Giorgio,1975
MLNMRM40A213DQ,Melone,Miriam,1940
LTTMRA75R129MA,Letto,Mario,1975
DRGLAI47H501SA,Draghi,Ali,1947
RSSNNA11R129FF,Russo,Anna,2011
RSSLCU90G456BS,Russo,Lucia,1990
NRENNA84Z403JG,Neri,Anna,1984
XVRPLA49G456WY,Xavier,Paola,1949
BCAMRA47F789SS,Abaco,Mario,1947
LTTGRG80H501KI,Letto,Giorgio,1980
MTTMRA43G456IX,Mattei,Mario,1943
BCAMRA54L219YQ,Abaco,Mario,1954
MLNLCU83Z403YR,Melone,Luca,1983
MLNMRM84Z403QE,Melone,Miriam,1984
BCAGRG35R129KM,Abaco,Giorgio,1935
MTTMRM4R129AO,Mattei,Miriam,2004
NRELCU33H501KO,Neri,Luca,1933
RSSMRM83R129OQ,Rossi,Miriam,1983
MTTGRG28H501VB,Mattei,Giorgio,1928
RSSLAI1R129JA,Russo,Ali,2001
NREMRA9H501EV,Neri,Mario,2009
BCALAI52A213UJ,Abaco,Ali,1952
MTTNRC24Z403FN,Mattei,Enrica,1924
NRENRC38G456SV,Neri,Enrica,1938
NRELCU10H501TG,Neri,Lucia,2010
MLNLAI98F789JC,Melone,Ali,1998
